product_id,product_type,product_name,size,colour,quantity,description,price
611,Jacket,Cardigan,S,green,62,"A green coloured, S sized, Cardigan Jacket",112.0
612,Jacket,Cardigan,M,green,46,"A green coloured, M sized, Cardigan Jacket",112.0
613,Jacket,Cardigan,L,green,63,"A green coloured, L sized, Cardigan Jacket",112.0
614,Jacket,Cardigan,XL,green,64,"A green coloured, XL sized, Cardigan Jacket",112.0
615,Jacket,Cardigan,XS,blue,54,"A blue coloured, XS sized, Cardigan Jacket",112.0
616,Jacket,Cardigan,S,blue,53,"A blue coloured, S sized, Cardigan Jacket",112.0
617,Jacket,Cardigan,M,blue,57,"A blue coloured, M sized, Cardigan Jacket",112.0
618,Jacket,Cardigan,L,blue,68,"A blue coloured, L sized, Cardigan Jacket",112.0
619,Jacket,Cardigan,XL,blue,57,"A blue coloured, XL sized, Cardigan Jacket",112.0
620,Jacket,Cardigan,XS,indigo,70,"A indigo coloured, XS sized, Cardigan Jacket",112.0
621,Jacket,Cardigan,S,indigo,61,"A indigo coloured, S sized, Cardigan Jacket",112.0
622,Jacket,Cardigan,M,indigo,58,"A indigo coloured, M sized, Cardigan Jacket",112.0
623,Jacket,Cardigan,L,indigo,40,"A indigo coloured, L sized, Cardigan Jacket",112.0
624,Jacket,Cardigan,XL,indigo,78,"A indigo coloured, XL sized, Cardigan Jacket",112.0
625,Jacket,Cardigan,XS,violet,40,"A violet coloured, XS sized, Cardigan Jacket",112.0
626,Jacket,Cardigan,S,violet,49,"A violet coloured, S sized, Cardigan Jacket",112.0
627,Jacket,Cardigan,M,violet,75,"A violet coloured, M sized, Cardigan Jacket",112.0
628,Jacket,Cardigan,L,violet,66,"A violet coloured, L sized, Cardigan Jacket",112.0
629,Jacket,Cardigan,XL,violet,64,"A violet coloured, XL sized, Cardigan Jacket",112.0
630,Jacket,Coach,XS,red,71,"A red coloured, XS sized, Coach Jacket",93.0
631,Jacket,Coach,S,red,76,"A red coloured, S sized, Coach Jacket",93.0
632,Jacket,Coach,M,red,76,"A red coloured, M sized, Coach Jacket",93.0
633,Jacket,Coach,L,red,80,"A red coloured, L sized, Coach Jacket",93.0
634,Jacket,Coach,XL,red,46,"A red coloured, XL sized, Coach Jacket",93.0
635,Jacket,Coach,XS,orange,42,"A orange coloured, XS sized, Coach Jacket",93.0
636,Jacket,Coach,S,orange,55,"A orange coloured, S sized, Coach Jacket",93.0
637,Jacket,Coach,M,orange,72,"A orange coloured, M sized, Coach Jacket",93.0
639,Jacket,Coach,XL,orange,46,"A orange coloured, XL sized, Coach Jacket",93.0
640,Jacket,Coach,XS,yellow,52,"A yellow coloured, XS sized, Coach Jacket",93.0
641,Jacket,Coach,S,yellow,67,"A yellow coloured, S sized, Coach Jacket",93.0
642,Jacket,Coach,M,yellow,48,"A yellow coloured, M sized, Coach Jacket",93.0
643,Jacket,Coach,L,yellow,53,"A yellow coloured, L sized, Coach Jacket",93.0
644,Jacket,Coach,XL,yellow,68,"A yellow coloured, XL sized, Coach Jacket",93.0
645,Jacket,Coach,XS,green,78,"A green coloured, XS sized, Coach Jacket",93.0
646,Jacket,Coach,S,green,60,"A green coloured, S sized, Coach Jacket",93.0
647,Jacket,Coach,M,green,63,"A green coloured, M sized, Coach Jacket",93.0
649,Jacket,Coach,XL,green,48,"A green coloured, XL sized, Coach Jacket",93.0
650,Jacket,Coach,XS,blue,51,"A blue coloured, XS sized, Coach Jacket",93.0
651,Jacket,Coach,S,blue,47,"A blue coloured, S sized, Coach Jacket",93.0
652,Jacket,Coach,M,blue,54,"A blue coloured, M sized, Coach Jacket",93.0
653,Jacket,Coach,L,blue,80,"A blue coloured, L sized, Coach Jacket",93.0
654,Jacket,Coach,XL,blue,46,"A blue coloured, XL sized, Coach Jacket",93.0
655,Jacket,Coach,XS,indigo,42,"A indigo coloured, XS sized, Coach Jacket",93.0
656,Jacket,Coach,S,indigo,78,"A indigo coloured, S sized, Coach Jacket",93.0
657,Jacket,Coach,M,indigo,64,"A indigo coloured, M sized, Coach Jacket",93.0
658,Jacket,Coach,L,indigo,74,"A indigo coloured, L sized, Coach Jacket",93.0
659,Jacket,Coach,XL,indigo,67,"A indigo coloured, XL sized, Coach Jacket",93.0
660,Jacket,Coach,XS,violet,58,"A violet coloured, XS sized, Coach Jacket",93.0
661,Jacket,Coach,S,violet,74,"A violet coloured, S sized, Coach Jacket",93.0
662,Jacket,Coach,M,violet,74,"A violet coloured, M sized, Coach Jacket",93.0
663,Jacket,Coach,L,violet,80,"A violet coloured, L sized, Coach Jacket",93.0
664,Jacket,Coach,XL,violet,60,"A violet coloured, XL sized, Coach Jacket",93.0
665,Jacket,Parka,XS,red,65,"A red coloured, XS sized, Parka Jacket",113.0
666,Jacket,Parka,S,red,66,"A red coloured, S sized, Parka Jacket",113.0
667,Jacket,Parka,M,red,56,"A red coloured, M sized, Parka Jacket",113.0
668,Jacket,Parka,L,red,73,"A red coloured, L sized, Parka Jacket",113.0
669,Jacket,Parka,XL,red,64,"A red coloured, XL sized, Parka Jacket",113.0
670,Jacket,Parka,XS,orange,53,"A orange coloured, XS sized, Parka Jacket",113.0
671,Jacket,Parka,S,orange,72,"A orange coloured, S sized, Parka Jacket",113.0
672,Jacket,Parka,M,orange,51,"A orange coloured, M sized, Parka Jacket",113.0
673,Jacket,Parka,L,orange,77,"A orange coloured, L sized, Parka Jacket",113.0
674,Jacket,Parka,XL,orange,68,"A orange coloured, XL sized, Parka Jacket",113.0
675,Jacket,Parka,XS,yellow,63,"A yellow coloured, XS sized, Parka Jacket",113.0
676,Jacket,Parka,S,yellow,80,"A yellow coloured, S sized, Parka Jacket",113.0
677,Jacket,Parka,M,yellow,46,"A yellow coloured, M sized, Parka Jacket",113.0
678,Jacket,Parka,L,yellow,72,"A yellow coloured, L sized, Parka Jacket",113.0
679,Jacket,Parka,XL,yellow,44,"A yellow coloured, XL sized, Parka Jacket",113.0
680,Jacket,Parka,XS,green,75,"A green coloured, XS sized, Parka Jacket",113.0
681,Jacket,Parka,S,green,62,"A green coloured, S sized, Parka Jacket",113.0
682,Jacket,Parka,M,green,71,"A green coloured, M sized, Parka Jacket",113.0
683,Jacket,Parka,L,green,55,"A green coloured, L sized, Parka Jacket",113.0
684,Jacket,Parka,XL,green,55,"A green coloured, XL sized, Parka Jacket",113.0
685,Jacket,Parka,XS,blue,67,"A blue coloured, XS sized, Parka Jacket",113.0
686,Jacket,Parka,S,blue,72,"A blue coloured, S sized, Parka Jacket",113.0
687,Jacket,Parka,M,blue,54,"A blue coloured, M sized, Parka Jacket",113.0
688,Jacket,Parka,L,blue,61,"A blue coloured, L sized, Parka Jacket",113.0
689,Jacket,Parka,XL,blue,47,"A blue coloured, XL sized, Parka Jacket",113.0
690,Jacket,Parka,XS,indigo,57,"A indigo coloured, XS sized, Parka Jacket",113.0
691,Jacket,Parka,S,indigo,53,"A indigo coloured, S sized, Parka Jacket",113.0
692,Jacket,Parka,M,indigo,66,"A indigo coloured, M sized, Parka Jacket",113.0
693,Jacket,Parka,L,indigo,44,"A indigo coloured, L sized, Parka Jacket",113.0
694,Jacket,Parka,XL,indigo,78,"A indigo coloured, XL sized, Parka Jacket",113.0
695,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
696,Jacket,Parka,S,violet,67,"A violet coloured, S sized, Parka Jacket",113.0
697,Jacket,Parka,M,violet,75,"A violet coloured, M sized, Parka Jacket",113.0
698,Jacket,Parka,L,violet,53,"A violet coloured, L sized, Parka Jacket",113.0
699,Jacket,Parka,XL,violet,80,"A violet coloured, XL sized, Parka Jacket",113.0
700,Jacket,Trench Coat,XS,red,78,"A red coloured, XS sized, Trench Coat Jacket",119.0
701,Jacket,Trench Coat,S,red,54,"A red coloured, S sized, Trench Coat Jacket",119.0
702,Jacket,Trench Coat,M,red,57,"A red coloured, M sized, Trench Coat Jacket",119.0
703,Jacket,Trench Coat,L,red,70,"A red coloured, L sized, Trench Coat Jacket",119.0
704,Jacket,Trench Coat,XL,red,40,"A red coloured, XL sized, Trench Coat Jacket",119.0
705,Jacket,Trench Coat,XS,orange,69,"A orange coloured, XS sized, Trench Coat Jacket",119.0
706,Jacket,Trench Coat,S,orange,41,"A orange coloured, S sized, Trench Coat Jacket",119.0
707,Jacket,Trench Coat,M,orange,43,"A orange coloured, M sized, Trench Coat Jacket",119.0
708,Jacket,Trench Coat,L,orange,70,"A orange coloured, L sized, Trench Coat Jacket",119.0
709,Jacket,Trench Coat,XL,orange,71,"A orange coloured, XL sized, Trench Coat Jacket",119.0
710,Jacket,Trench Coat,XS,yellow,78,"A yellow coloured, XS sized, Trench Coat Jacket",119.0
711,Jacket,Trench Coat,S,yellow,59,"A yellow coloured, S sized, Trench Coat Jacket",119.0
712,Jacket,Trench Coat,M,yellow,54,"A yellow coloured, M sized, Trench Coat Jacket",119.0
713,Jacket,Trench Coat,L,yellow,77,"A yellow coloured, L sized, Trench Coat Jacket",119.0
715,Jacket,Trench Coat,XS,green,62,"A green coloured, XS sized, Trench Coat Jacket",119.0
716,Jacket,Trench Coat,S,green,53,"A green coloured, S sized, Trench Coat Jacket",119.0
717,Jacket,Trench Coat,M,green,67,"A green coloured, M sized, Trench Coat Jacket",119.0
718,Jacket,Trench Coat,L,green,73,"A green coloured, L sized, Trench Coat Jacket",119.0
719,Jacket,Trench Coat,XL,green,53,"A green coloured, XL sized, Trench Coat Jacket",119.0
720,Jacket,Trench Coat,XS,blue,59,"A blue coloured, XS sized, Trench Coat Jacket",119.0
721,Jacket,Trench Coat,S,blue,64,"A blue coloured, S sized, Trench Coat Jacket",119.0
722,Jacket,Trench Coat,M,blue,46,"A blue coloured, M sized, Trench Coat Jacket",119.0
723,Jacket,Trench Coat,L,blue,50,"A blue coloured, L sized, Trench Coat Jacket",119.0
724,Jacket,Trench Coat,XL,blue,69,"A blue coloured, XL sized, Trench Coat Jacket",119.0
725,Jacket,Trench Coat,XS,indigo,56,"A indigo coloured, XS sized, Trench Coat Jacket",119.0
727,Jacket,Trench Coat,M,indigo,42,"A indigo coloured, M sized, Trench Coat Jacket",119.0
728,Jacket,Trench Coat,L,indigo,71,"A indigo coloured, L sized, Trench Coat Jacket",119.0
729,Jacket,Trench Coat,XL,indigo,64,"A indigo coloured, XL sized, Trench Coat Jacket",119.0
730,Jacket,Trench Coat,XS,violet,64,"A violet coloured, XS sized, Trench Coat Jacket",119.0
731,Jacket,Trench Coat,S,violet,69,"A violet coloured, S sized, Trench Coat Jacket",119.0
732,Jacket,Trench Coat,M,violet,61,"A violet coloured, M sized, Trench Coat Jacket",119.0
733,Jacket,Trench Coat,L,violet,76,"A violet coloured, L sized, Trench Coat Jacket",119.0
734,Jacket,Trench Coat,XL,violet,52,"A violet coloured, XL sized, Trench Coat Jacket",119.0
735,Jacket,Peacoat,XS,red,66,"A red coloured, XS sized, Peacoat Jacket",109.0
736,Jacket,Peacoat,S,red,67,"A red coloured, S sized, Peacoat Jacket",109.0
737,Jacket,Peacoat,M,red,59,"A red coloured, M sized, Peacoat Jacket",109.0
739,Jacket,Peacoat,XL,red,58,"A red coloured, XL sized, Peacoat Jacket",109.0
740,Jacket,Peacoat,XS,orange,78,"A orange coloured, XS sized, Peacoat Jacket",109.0
741,Jacket,Peacoat,S,orange,73,"A orange coloured, S sized, Peacoat Jacket",109.0
742,Jacket,Peacoat,M,orange,47,"A orange coloured, M sized, Peacoat Jacket",109.0
743,Jacket,Peacoat,L,orange,45,"A orange coloured, L sized, Peacoat Jacket",109.0
744,Jacket,Peacoat,XL,orange,69,"A orange coloured, XL sized, Peacoat Jacket",109.0
746,Jacket,Peacoat,S,yellow,49,"A yellow coloured, S sized, Peacoat Jacket",109.0
748,Jacket,Peacoat,L,yellow,63,"A yellow coloured, L sized, Peacoat Jacket",109.0
749,Jacket,Peacoat,XL,yellow,53,"A yellow coloured, XL sized, Peacoat Jacket",109.0
750,Jacket,Peacoat,XS,green,61,"A green coloured, XS sized, Peacoat Jacket",109.0
751,Jacket,Peacoat,S,green,41,"A green coloured, S sized, Peacoat Jacket",109.0
752,Jacket,Peacoat,M,green,49,"A green coloured, M sized, Peacoat Jacket",109.0
753,Jacket,Peacoat,L,green,73,"A green coloured, L sized, Peacoat Jacket",109.0
754,Jacket,Peacoat,XL,green,68,"A green coloured, XL sized, Peacoat Jacket",109.0
755,Jacket,Peacoat,XS,blue,48,"A blue coloured, XS sized, Peacoat Jacket",109.0
756,Jacket,Peacoat,S,blue,50,"A blue coloured, S sized, Peacoat Jacket",109.0
757,Jacket,Peacoat,M,blue,71,"A blue coloured, M sized, Peacoat Jacket",109.0
758,Jacket,Peacoat,L,blue,64,"A blue coloured, L sized, Peacoat Jacket",109.0
759,Jacket,Peacoat,XL,blue,77,"A blue coloured, XL sized, Peacoat Jacket",109.0
760,Jacket,Peacoat,XS,indigo,45,"A indigo coloured, XS sized, Peacoat Jacket",109.0
761,Jacket,Peacoat,S,indigo,49,"A indigo coloured, S sized, Peacoat Jacket",109.0
762,Jacket,Peacoat,M,indigo,52,"A indigo coloured, M sized, Peacoat Jacket",109.0
763,Jacket,Peacoat,L,indigo,45,"A indigo coloured, L sized, Peacoat Jacket",109.0
765,Jacket,Peacoat,XS,violet,54,"A violet coloured, XS sized, Peacoat Jacket",109.0
766,Jacket,Peacoat,S,violet,73,"A violet coloured, S sized, Peacoat Jacket",109.0
767,Jacket,Peacoat,M,violet,77,"A violet coloured, M sized, Peacoat Jacket",109.0
768,Jacket,Peacoat,L,violet,65,"A violet coloured, L sized, Peacoat Jacket",109.0
769,Jacket,Peacoat,XL,violet,42,"A violet coloured, XL sized, Peacoat Jacket",109.0
770,Jacket,Pullover,XS,red,54,"A red coloured, XS sized, Pullover Jacket",91.0
771,Jacket,Pullover,S,red,46,"A red coloured, S sized, Pullover Jacket",91.0
772,Jacket,Pullover,M,red,55,"A red coloured, M sized, Pullover Jacket",91.0
773,Jacket,Pullover,L,red,69,"A red coloured, L sized, Pullover Jacket",91.0
774,Jacket,Pullover,XL,red,65,"A red coloured, XL sized, Pullover Jacket",91.0
775,Jacket,Pullover,XS,orange,79,"A orange coloured, XS sized, Pullover Jacket",91.0
776,Jacket,Pullover,S,orange,77,"A orange coloured, S sized, Pullover Jacket",91.0
777,Jacket,Pullover,M,orange,60,"A orange coloured, M sized, Pullover Jacket",91.0
778,Jacket,Pullover,L,orange,56,"A orange coloured, L sized, Pullover Jacket",91.0
779,Jacket,Pullover,XL,orange,69,"A orange coloured, XL sized, Pullover Jacket",91.0
780,Jacket,Pullover,XS,yellow,65,"A yellow coloured, XS sized, Pullover Jacket",91.0
781,Jacket,Pullover,S,yellow,42,"A yellow coloured, S sized, Pullover Jacket",91.0
782,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
783,Jacket,Pullover,L,yellow,43,"A yellow coloured, L sized, Pullover Jacket",91.0
784,Jacket,Pullover,XL,yellow,67,"A yellow coloured, XL sized, Pullover Jacket",91.0
785,Jacket,Pullover,XS,green,70,"A green coloured, XS sized, Pullover Jacket",91.0
786,Jacket,Pullover,S,green,69,"A green coloured, S sized, Pullover Jacket",91.0
787,Jacket,Pullover,M,green,47,"A green coloured, M sized, Pullover Jacket",91.0
788,Jacket,Pullover,L,green,72,"A green coloured, L sized, Pullover Jacket",91.0
789,Jacket,Pullover,XL,green,65,"A green coloured, XL sized, Pullover Jacket",91.0
790,Jacket,Pullover,XS,blue,61,"A blue coloured, XS sized, Pullover Jacket",91.0
791,Jacket,Pullover,S,blue,73,"A blue coloured, S sized, Pullover Jacket",91.0
792,Jacket,Pullover,M,blue,44,"A blue coloured, M sized, Pullover Jacket",91.0
793,Jacket,Pullover,L,blue,66,"A blue coloured, L sized, Pullover Jacket",91.0
794,Jacket,Pullover,XL,blue,74,"A blue coloured, XL sized, Pullover Jacket",91.0
795,Jacket,Pullover,XS,indigo,78,"A indigo coloured, XS sized, Pullover Jacket",91.0
796,Jacket,Pullover,S,indigo,44,"A indigo coloured, S sized, Pullover Jacket",91.0
797,Jacket,Pullover,M,indigo,72,"A indigo coloured, M sized, Pullover Jacket",91.0
798,Jacket,Pullover,L,indigo,50,"A indigo coloured, L sized, Pullover Jacket",91.0
799,Jacket,Pullover,XL,indigo,43,"A indigo coloured, XL sized, Pullover Jacket",91.0
800,Jacket,Pullover,XS,violet,61,"A violet coloured, XS sized, Pullover Jacket",91.0
801,Jacket,Pullover,S,violet,74,"A violet coloured, S sized, Pullover Jacket",91.0
802,Jacket,Pullover,M,violet,78,"A violet coloured, M sized, Pullover Jacket",91.0
803,Jacket,Pullover,L,violet,78,"A violet coloured, L sized, Pullover Jacket",91.0
804,Jacket,Pullover,XL,violet,69,"A violet coloured, XL sized, Pullover Jacket",91.0
805,Jacket,Shearling,XS,red,74,"A red coloured, XS sized, Shearling Jacket",117.0
806,Jacket,Shearling,S,red,75,"A red coloured, S sized, Shearling Jacket",117.0
807,Jacket,Shearling,M,red,49,"A red coloured, M sized, Shearling Jacket",117.0
808,Jacket,Shearling,L,red,40,"A red coloured, L sized, Shearling Jacket",117.0
809,Jacket,Shearling,XL,red,42,"A red coloured, XL sized, Shearling Jacket",117.0
810,Jacket,Shearling,XS,orange,54,"A orange coloured, XS sized, Shearling Jacket",117.0
811,Jacket,Shearling,S,orange,53,"A orange coloured, S sized, Shearling Jacket",117.0
812,Jacket,Shearling,M,orange,45,"A orange coloured, M sized, Shearling Jacket",117.0
813,Jacket,Shearling,L,orange,58,"A orange coloured, L sized, Shearling Jacket",117.0
814,Jacket,Shearling,XL,orange,60,"A orange coloured, XL sized, Shearling Jacket",117.0
815,Jacket,Shearling,XS,yellow,66,"A yellow coloured, XS sized, Shearling Jacket",117.0
816,Jacket,Shearling,S,yellow,48,"A yellow coloured, S sized, Shearling Jacket",117.0
817,Jacket,Shearling,M,yellow,60,"A yellow coloured, M sized, Shearling Jacket",117.0
818,Jacket,Shearling,L,yellow,58,"A yellow coloured, L sized, Shearling Jacket",117.0
819,Jacket,Shearling,XL,yellow,63,"A yellow coloured, XL sized, Shearling Jacket",117.0
820,Jacket,Shearling,XS,green,74,"A green coloured, XS sized, Shearling Jacket",117.0
821,Jacket,Shearling,S,green,66,"A green coloured, S sized, Shearling Jacket",117.0
822,Jacket,Shearling,M,green,59,"A green coloured, M sized, Shearling Jacket",117.0
823,Jacket,Shearling,L,green,66,"A green coloured, L sized, Shearling Jacket",117.0
824,Jacket,Shearling,XL,green,51,"A green coloured, XL sized, Shearling Jacket",117.0
825,Jacket,Shearling,XS,blue,62,"A blue coloured, XS sized, Shearling Jacket",117.0
826,Jacket,Shearling,S,blue,72,"A blue coloured, S sized, Shearling Jacket",117.0
827,Jacket,Shearling,M,blue,73,"A blue coloured, M sized, Shearling Jacket",117.0
828,Jacket,Shearling,L,blue,64,"A blue coloured, L sized, Shearling Jacket",117.0
829,Jacket,Shearling,XL,blue,79,"A blue coloured, XL sized, Shearling Jacket",117.0
830,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
831,Jacket,Shearling,S,indigo,45,"A indigo coloured, S sized, Shearling Jacket",117.0
832,Jacket,Shearling,M,indigo,74,"A indigo coloured, M sized, Shearling Jacket",117.0
833,Jacket,Shearling,L,indigo,66,"A indigo coloured, L sized, Shearling Jacket",117.0
835,Jacket,Shearling,XS,violet,75,"A violet coloured, XS sized, Shearling Jacket",117.0
836,Jacket,Shearling,S,violet,49,"A violet coloured, S sized, Shearling Jacket",117.0
837,Jacket,Shearling,M,violet,74,"A violet coloured, M sized, Shearling Jacket",117.0
838,Jacket,Shearling,L,violet,61,"A violet coloured, L sized, Shearling Jacket",117.0
839,Jacket,Shearling,XL,violet,70,"A violet coloured, XL sized, Shearling Jacket",117.0
840,Trousers,Chinos,XS,red,69,"A red coloured, XS sized, Chinos Trousers",113.0
841,Trousers,Chinos,S,red,62,"A red coloured, S sized, Chinos Trousers",113.0
842,Trousers,Chinos,M,red,54,"A red coloured, M sized, Chinos Trousers",113.0
843,Trousers,Chinos,L,red,44,"A red coloured, L sized, Chinos Trousers",113.0
844,Trousers,Chinos,XL,red,71,"A red coloured, XL sized, Chinos Trousers",113.0
845,Trousers,Chinos,XS,orange,53,"A orange coloured, XS sized, Chinos Trousers",113.0
846,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
847,Trousers,Chinos,M,orange,73,"A orange coloured, M sized, Chinos Trousers",113.0
848,Trousers,Chinos,L,orange,60,"A orange coloured, L sized, Chinos Trousers",113.0
849,Trousers,Chinos,XL,orange,48,"A orange coloured, XL sized, Chinos Trousers",113.0
850,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
851,Trousers,Chinos,S,yellow,40,"A yellow coloured, S sized, Chinos Trousers",113.0
852,Trousers,Chinos,M,yellow,58,"A yellow coloured, M sized, Chinos Trousers",113.0
853,Trousers,Chinos,L,yellow,65,"A yellow coloured, L sized, Chinos Trousers",113.0
854,Trousers,Chinos,XL,yellow,59,"A yellow coloured, XL sized, Chinos Trousers",113.0
855,Trousers,Chinos,XS,green,75,"A green coloured, XS sized, Chinos Trousers",113.0
856,Trousers,Chinos,S,green,61,"A green coloured, S sized, Chinos Trousers",113.0
857,Trousers,Chinos,M,green,49,"A green coloured, M sized, Chinos Trousers",113.0
858,Trousers,Chinos,L,green,77,"A green coloured, L sized, Chinos Trousers",113.0
859,Trousers,Chinos,XL,green,50,"A green coloured, XL sized, Chinos Trousers",113.0
860,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
861,Trousers,Chinos,S,blue,51,"A blue coloured, S sized, Chinos Trousers",113.0
862,Trousers,Chinos,M,blue,41,"A blue coloured, M sized, Chinos Trousers",113.0
863,Trousers,Chinos,L,blue,46,"A blue coloured, L sized, Chinos Trousers",113.0
864,Trousers,Chinos,XL,blue,48,"A blue coloured, XL sized, Chinos Trousers",113.0
865,Trousers,Chinos,XS,indigo,61,"A indigo coloured, XS sized, Chinos Trousers",113.0
866,Trousers,Chinos,S,indigo,67,"A indigo coloured, S sized, Chinos Trousers",113.0
867,Trousers,Chinos,M,indigo,64,"A indigo coloured, M sized, Chinos Trousers",113.0
869,Trousers,Chinos,XL,indigo,78,"A indigo coloured, XL sized, Chinos Trousers",113.0
870,Trousers,Chinos,XS,violet,72,"A violet coloured, XS sized, Chinos Trousers",113.0
871,Trousers,Chinos,S,violet,64,"A violet coloured, S sized, Chinos Trousers",113.0
872,Trousers,Chinos,M,violet,54,"A violet coloured, M sized, Chinos Trousers",113.0
873,Trousers,Chinos,L,violet,62,"A violet coloured, L sized, Chinos Trousers",113.0
874,Trousers,Chinos,XL,violet,77,"A violet coloured, XL sized, Chinos Trousers",113.0
875,Trousers,Cords,XS,red,63,"A red coloured, XS sized, Cords Trousers",94.0
876,Trousers,Cords,S,red,67,"A red coloured, S sized, Cords Trousers",94.0
877,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
878,Trousers,Cords,L,red,53,"A red coloured, L sized, Cords Trousers",94.0
879,Trousers,Cords,XL,red,80,"A red coloured, XL sized, Cords Trousers",94.0
880,Trousers,Cords,XS,orange,70,"A orange coloured, XS sized, Cords Trousers",94.0
881,Trousers,Cords,S,orange,59,"A orange coloured, S sized, Cords Trousers",94.0
882,Trousers,Cords,M,orange,53,"A orange coloured, M sized, Cords Trousers",94.0
883,Trousers,Cords,L,orange,74,"A orange coloured, L sized, Cords Trousers",94.0
884,Trousers,Cords,XL,orange,72,"A orange coloured, XL sized, Cords Trousers",94.0
885,Trousers,Cords,XS,yellow,69,"A yellow coloured, XS sized, Cords Trousers",94.0
886,Trousers,Cords,S,yellow,68,"A yellow coloured, S sized, Cords Trousers",94.0
887,Trousers,Cords,M,yellow,58,"A yellow coloured, M sized, Cords Trousers",94.0
888,Trousers,Cords,L,yellow,62,"A yellow coloured, L sized, Cords Trousers",94.0
889,Trousers,Cords,XL,yellow,65,"A yellow coloured, XL sized, Cords Trousers",94.0
890,Trousers,Cords,XS,green,50,"A green coloured, XS sized, Cords Trousers",94.0
891,Trousers,Cords,S,green,78,"A green coloured, S sized, Cords Trousers",94.0
892,Trousers,Cords,M,green,76,"A green coloured, M sized, Cords Trousers",94.0
893,Trousers,Cords,L,green,62,"A green coloured, L sized, Cords Trousers",94.0
894,Trousers,Cords,XL,green,49,"A green coloured, XL sized, Cords Trousers",94.0
895,Trousers,Cords,XS,blue,60,"A blue coloured, XS sized, Cords Trousers",94.0
896,Trousers,Cords,S,blue,59,"A blue coloured, S sized, Cords Trousers",94.0
897,Trousers,Cords,M,blue,47,"A blue coloured, M sized, Cords Trousers",94.0
898,Trousers,Cords,L,blue,77,"A blue coloured, L sized, Cords Trousers",94.0
899,Trousers,Cords,XL,blue,65,"A blue coloured, XL sized, Cords Trousers",94.0
900,Trousers,Cords,XS,indigo,47,"A indigo coloured, XS sized, Cords Trousers",94.0
901,Trousers,Cords,S,indigo,60,"A indigo coloured, S sized, Cords Trousers",94.0
902,Trousers,Cords,M,indigo,52,"A indigo coloured, M sized, Cords Trousers",94.0
903,Trousers,Cords,L,indigo,62,"A indigo coloured, L sized, Cords Trousers",94.0
904,Trousers,Cords,XL,indigo,70,"A indigo coloured, XL sized, Cords Trousers",94.0
905,Trousers,Cords,XS,violet,76,"A violet coloured, XS sized, Cords Trousers",94.0
906,Trousers,Cords,S,violet,65,"A violet coloured, S sized, Cords Trousers",94.0
907,Trousers,Cords,M,violet,77,"A violet coloured, M sized, Cords Trousers",94.0
908,Trousers,Cords,L,violet,74,"A violet coloured, L sized, Cords Trousers",94.0
909,Trousers,Cords,XL,violet,73,"A violet coloured, XL sized, Cords Trousers",94.0
910,Trousers,Drawstring,XS,red,57,"A red coloured, XS sized, Drawstring Trousers",96.0
911,Trousers,Drawstring,S,red,64,"A red coloured, S sized, Drawstring Trousers",96.0
912,Trousers,Drawstring,M,red,70,"A red coloured, M sized, Drawstring Trousers",96.0
913,Trousers,Drawstring,L,red,73,"A red coloured, L sized, Drawstring Trousers",96.0
914,Trousers,Drawstring,XL,red,77,"A red coloured, XL sized, Drawstring Trousers",96.0
915,Trousers,Drawstring,XS,orange,41,"A orange coloured, XS sized, Drawstring Trousers",96.0
916,Trousers,Drawstring,S,orange,58,"A orange coloured, S sized, Drawstring Trousers",96.0
917,Trousers,Drawstring,M,orange,76,"A orange coloured, M sized, Drawstring Trousers",96.0
918,Trousers,Drawstring,L,orange,54,"A orange coloured, L sized, Drawstring Trousers",96.0
919,Trousers,Drawstring,XL,orange,68,"A orange coloured, XL sized, Drawstring Trousers",96.0
920,Trousers,Drawstring,XS,yellow,41,"A yellow coloured, XS sized, Drawstring Trousers",96.0
921,Trousers,Drawstring,S,yellow,74,"A yellow coloured, S sized, Drawstring Trousers",96.0
922,Trousers,Drawstring,M,yellow,55,"A yellow coloured, M sized, Drawstring Trousers",96.0
923,Trousers,Drawstring,L,yellow,68,"A yellow coloured, L sized, Drawstring Trousers",96.0
924,Trousers,Drawstring,XL,yellow,48,"A yellow coloured, XL sized, Drawstring Trousers",96.0
925,Trousers,Drawstring,XS,green,57,"A green coloured, XS sized, Drawstring Trousers",96.0
926,Trousers,Drawstring,S,green,73,"A green coloured, S sized, Drawstring Trousers",96.0
927,Trousers,Drawstring,M,green,52,"A green coloured, M sized, Drawstring Trousers",96.0
928,Trousers,Drawstring,L,green,43,"A green coloured, L sized, Drawstring Trousers",96.0
929,Trousers,Drawstring,XL,green,49,"A green coloured, XL sized, Drawstring Trousers",96.0
930,Trousers,Drawstring,XS,blue,45,"A blue coloured, XS sized, Drawstring Trousers",96.0
